hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
11	L3_comentario	pair	30%	24%	moderate_align	Alineación moderada	Alles Irdische ist dem Wechsel unterworfen. Auf Blüte folgt Niedergang. Das ist das ewige Gesetz auf Erden. Das Schlechte kann wohl zurückge…	Everything earthly is subject to change. Bloom follows decline. This is the eternal law on earth. The bad can be pushed back, but not perman…	Everything on earth is subject to change. Prosperity is followed by decline: this is the eternal law on earth. Evil can indeed be held in ch…	Primera línea poco alineada (Jaccard 24%). | Solapamiento léxico moderado MT↔Baynes (29%).
12	L3_comentario	pair	50%	50%	strong_align	Alineación fuerte	Die Gemeinen, die auf unrechtmäßige Weise emporgekommen sind, fühlen sich der Verantwortung, die sie auf sich genommen haben, nicht gewachse…	The commoners who have risen in an illegitimate way do not feel equal to the responsibility they have taken upon themselves. They begin – at…	Inferior people who have risen to power illegitimately do not feel equal to the responsibility they have taken upon themselves. In their hea…	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
13	L3_comentario	pair	32%	25%	moderate_align	Alineación moderada	Hier ist die Gemeinschaft in Mißtrauen umgeschlagen. Man mißtraut den andern, legt geheimen Hinterhalt und sucht von ferne den andern auszus…	Here the community has turned into mistrust. People mistrust others, lay secret ambushes and try to spy on others from a distance. You are d…	Here fellowship has changed about to mistrust. Each man distrusts the other, plans a secret ambush, and seeks to spy on his fellow from afar…	Primera línea poco alineada (Jaccard 25%). | Solapamiento léxico moderado MT↔Baynes (32%).
14	L3_comentario	pair	35%	27%	moderate_align	Alineación moderada	Es ist die Sache eines hochherzigen, freisinnigen Menschen, daß er seinen Besitz nicht als sein ausschließliches persönliches Eigentum betra…	It is the responsibility of a generous, liberal person not to view his possessions as his exclusive personal property, but to make them avai…	A magnanimous, liberal-minded man should not regard what he possesses as his exclusive personal property, but should place it at the disposa…	Primera línea poco alineada (Jaccard 27%). | Solapamiento léxico moderado MT↔Baynes (35%).
15	L3_comentario	pair	30%	27%	moderate_align	Alineación moderada	Hier ist das Zentrum des Zeichens, wo sein Geheimnis ausgesprochen wird. Durch große Leistungen erwirbt man sich bald einen bedeutenden Name…	Here is the center of the sign, where its secret is expressed. Great achievements will soon earn you an important name. If you allow yoursel…	This is the center of the hexagram, where its secret is disclosed. A distinguished name is readily earned by great achievements. If a man al…	Primera línea poco alineada (Jaccard 27%). | Solapamiento léxico moderado MT↔Baynes (30%).
16	L3_comentario	pair	36%	36%	moderate_align	Alineación moderada	Es ist hier das Gegenteil der vorigen Linie; dort Selbständigkeit, hier das begeisterte Emporblicken. Zögert man zu lange, so schafft auch d…	It is the opposite of the previous line here; there independence, here enthusiastic looking up. If you hesitate for too long, it also create…	This line is the opposite of the preceding one: the latter bespeaks self-reliance, while here there is enthusiastic looking up to a leader. …	Primera línea alineada (Jaccard 36%). | Solapamiento léxico moderado MT↔Baynes (36%).
17	L3_comentario	pair	33%	33%	moderate_align	Alineación moderada	Wenn man den rechten Anschluß bei bedeutenden Menschen gefunden hat, so ist damit naturgemäß ein gewisser Verlust verbunden. Man muß sich vo…	If you have found the right connection with important people, there is of course a certain loss associated with it. You have to separate you…	When the right connection with distinguished people has been found, a certain loss naturally ensues. A man must part company with the inferi…	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (33%).
18	L3_comentario	pair	43%	43%	moderate_align	Alineación moderada	Es ist hier jemand gezeichnet, der beim Zurechtbringen der Fehler der Vergangenheit etwas zu energisch vorgeht. Dadurch werden sicher dann u…	What is depicted here is someone who is a little too forceful in correcting the mistakes of the past. This will certainly cause minor annoya…	This describes a man who proceeds a little too energetically in righting the mistakes of the past. Now and then, as a result, minor discords…	Primera línea alineada (Jaccard 43%). | Solapamiento léxico moderado MT↔Baynes (43%).
19	L3_comentario	pair	34%	33%	moderate_align	Alineación moderada	Es geht fröhlich voran. Man kommt zu Macht und Einfluß. Aber das birgt die Gefahr, daß man im Vertrauen auf seine Stellung sich behaglich fü…	Things are progressing happily. You gain power and influence. But this carries the danger that one feels comfortable in one's confidence in …	Things are going well for a man: he achieves power and influence. But in this lies the danger that he may relax, and confident of his positi…	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (34%).
20	L3_comentario	pair	36%	27%	moderate_align	Alineación moderada	Es ist hier der Platz des Übergangs. Man blickt nicht mehr nach außen, um mehr oder weniger beschränkte oder verwirrte Bilder zu erhalten, s…	This is the place of transition. One no longer looks outwards to obtain more or less limited or confused images, but rather one directs one'…	This is the place of transition. We no longer look outward to receive pictures that are more or less limited and confused, but direct our co…	Primera línea poco alineada (Jaccard 27%). | Solapamiento léxico moderado MT↔Baynes (36%).
21	L3_comentario	pair	36%	30%	moderate_align	Alineación moderada	Es soll jemand eine Strafe vollziehen, zu der er nicht genügend Macht und Ansehen besitzt. Darum fügen sich die Bestraften nicht. Es handelt…	Someone is supposed to carry out a punishment for which he does not have enough power and prestige. That is why the punished do not submit. …	Punishment is to be carried out by someone who lacks the power and authority to do so. Therefore the culprits do not submit. The matter at i…	Primera línea poco alineada (Jaccard 30%). | Solapamiento léxico moderado MT↔Baynes (36%).
22	L3_comentario	pair	30%	30%	moderate_align	Alineación moderada	Es ist eine höchst anmutige Lebenslage, in der man sich befindet. Anmut und feuchtverklärter Glanz umgeben einen. Diese Anmut kann wohl schm…	It is a most graceful situation to be in. Grace and moist, transfigured shine surround you. This grace can decorate, but it can also sink. H…	This represents a very charming life situation. One is under the spell of grace and the mellow mood induced by wine. This grace can adorn, b…	Primera línea poco alineada (Jaccard 30%). | Solapamiento léxico moderado MT↔Baynes (30%).
23	L3_comentario	pair	33%	33%	moderate_align	Alineación moderada	Man steht mitten drin in einer schlechten Umgebung, mit der man auch durch äußere Verbindungen zusammenhängt. Doch besteht eine innere Bezie…	You are in the middle of a bad environment, with which you are also connected through external connections. But there is an inner relationsh…	An individual finds himself in an evil environment to which he is committed by external ties. But he has an inner relationship with a superi…	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (33%).
24	L3_comentario	pair	34%	34%	moderate_align	Alineación moderada	Es gibt Menschen von einer gewissen inneren Unbestän digkeit. Für sie ist fortwährend Umkehr der Willensrichtung nötig. In diesem fortwähren…	There are people with a certain inner instability. For them, constant reversal of the direction of the will is necessary. There is a danger …	There are people of a certain inner instability who feel a constant urge to reverse themselves. There is danger in continually deserting the…	Primera línea poco alineada (Jaccard 34%). | Solapamiento léxico moderado MT↔Baynes (34%).
25	L3_comentario	pair	40%	40%	moderate_align	Alineación moderada	Manchmal kommt unverschuldetes Unglück über einen, das von einem andern veranlaßt wird, wie etwa, wenn ein Mann des Weges kommt und eine ang…	Sometimes misfortune comes upon one through no fault of one's own, caused by another, as when a man comes along the way and lets a tethered …	Sometimes undeserved misfortune befalls a man at the hands of another, as for instance when someone passes by and takes a tethered cow along…	Primera línea alineada (Jaccard 40%). | Solapamiento léxico moderado MT↔Baynes (40%).
26	L3_comentario	pair	39%	37%	moderate_align	Alineación moderada	Der Weg öffnet sich. Die Hemmung hat aufgehört. Man steht in Beziehung zu einem starken Willen, der in gleicher Richtung wirkt. Man kommt vo…	The path opens. The inhibition has stopped. You are in a relationship with a strong will that works in the same direction. You move forward …	The way opens; the hindrance has been cleared away. A man is in contact with a strong will acting in the same direction as his own, and goes…	Primera línea alineada (Jaccard 37%). | Solapamiento léxico moderado MT↔Baynes (39%).
27	L3_comentario	pair	43%	10%	moderate_align	Alineación moderada	Zehn Jahre handle nicht danach. Nichts ist fördernd. Wer Nahrung sucht, die nicht nährt, der taumelt von Begierde zu Genuß, und im Genuß ver…	Don't act on it for ten years. Nothing is encouraging. He who seeks food that does not nourish staggers from desire to pleasure, and in plea…	He who seeks nourishment that does not nourish reels from desire to gratification and in gratification craves desire. Mad pursuit of pleasur…	Primera línea poco alineada (Jaccard 10%). | Solapamiento léxico moderado MT↔Baynes (43%).
28	L3_comentario	pair	17%	17%	weak_align	Alineación débil	Es ist eine Persönlichkeit gezeichnet, die in Zeiten des Übergewichts des Großen heftig durchfahren will. Sie nimmt von den andern keinen Ra…	A personality is drawn that wants to push through violently in times when the big one is predominant. She doesn't take advice from the other…	This indicates a type of man who in times of preponderance of the great insists on pushing ahead. He accepts no advice from others, and ther…	Primera línea poco alineada (Jaccard 17%). | Solapamiento léxico bajo MT↔Baynes (17%).
29	L3_comentario	pair	32%	32%	moderate_align	Alineación moderada	Jeder Schritt vorwärts und rückwärts bringt in Gefahr. An ein Entkommen ist nicht zu denken. Darum darf man sich nicht zum Handeln verleiten…	Every step forward and backward brings danger. Escape is out of the question. That's why you shouldn't allow yourself to be tempted to act t…	Here every step, forward or backward, leads into danger. Escape is out of the question. Therefore we must not be misled into action, as a re…	Primera línea poco alineada (Jaccard 31%). | Solapamiento léxico moderado MT↔Baynes (31%).
30	L3_comentario	pair	29%	4%	moderate_align	Alineación moderada	oder sie seufzen laut über das nahende Greisenalter. Unheil. Hier ist das Ende des Tages. Der Schein der niedergehenden Sonne erinnert an di…	or they sigh loudly about approaching old age. Mischief. Here is the end of the day. The glow of the setting sun reminds us of the condition…	Here the end of the day has come. The light of the setting sun calls to mind the fact that life is transitory and conditional. Caught in thi…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico moderado MT↔Baynes (29%).
31	L3_comentario	pair	41%	26%	moderate_align	Alineación moderada	Jede Stimmung des Herzens regt zu einer Bewegung an. Wonach das Herz strebt, dahin laufen die Schenkel, ohne sich zu besinnen; sie halten si…	Every mood of the heart stimulates a movement. What the heart strives for, the thighs run towards without thinking about it; they hold on to…	Every mood of the heart influences us to movement. What the heart desires, the thighs run after without a moment's hesitation; they hold to …	Primera línea poco alineada (Jaccard 26%). | Solapamiento léxico moderado MT↔Baynes (41%).
32	L3_comentario	pair	37%	36%	moderate_align	Alineación moderada	Wenn man in seinem Wesen umgetrieben wird von Stimmungen, die von der Außenwelt durch Furcht und Hoffnung erregt werden, so verliert man die…	If one's being is driven by moods that are aroused by fear and hope from the outside world, one loses the inner consistency of one's charact…	If a man remains at the mercy of moods of hope or fear aroused by the outer world, he loses his inner consistency of character. Such inconsi…	Primera línea alineada (Jaccard 36%). | Solapamiento léxico moderado MT↔Baynes (37%).
33	L3_comentario	pair	45%	36%	moderate_align	Alineación moderada	Wenn es Zeit ist, sich zurückzuziehen, und man wird zurückgehalten, so ist das unangenehm und gefährlich zugleich, da einem die Freiheit des…	When it is time to withdraw and you are held back, it is both unpleasant and dangerous because your freedom to act is taken away. In such a …	When it is time to retreat it is both unpleasant and dangerous to be held back, because then one no longer has freedom of action. In such a …	Primera línea alineada (Jaccard 36%). | Solapamiento léxico moderado MT↔Baynes (45%).
34	L3_comentario	pair	39%	39%	moderate_align	Alineación moderada	Das Pochen auf Macht führt zu Verwicklungen, wie ein Bock, der gegen eine Hecke stößt, seine Hörner verwickelt. Während der Gemeine, wenn er…	Pushing for power leads to entanglements, just as a buck bumping into a hedge entangles its horns. While the common man, when in possession …	Making a boast of power leads to entanglements, just as a goat entangles its horns when it butts against a hedge. Whereas an inferior man re…	Primera línea alineada (Jaccard 39%). | Solapamiento léxico moderado MT↔Baynes (39%).
35	L3_comentario	pair	33%	33%	moderate_align	Alineación moderada	Man strebt voran, und zwar in Gemeinschaft mit andern, durch deren Einverständnis man gehoben wird. Dadurch verschwindet der Anlaß zum Bedau…	One strives forward, in community with others, through whose consent one is elevated. This eliminates the cause for regret that would arise …	A man strives onward, in association with others whose backing encourages him. This dispels any cause for regret over the fact that he does …	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (33%).
36	L3_comentario	pair	39%	39%	moderate_align	Alineación moderada	Scheinbar ist ein Spiel des Zufalls am Werk. Während der Starke und Getreue bestrebt ist, in eifriger Tätigkeit Ordnung zu schaffen, ohne al…	Apparently a game of chance is at work. While the strong and faithful strive to create order through diligent activity, without any ulterior…	It seems as if chance were at work. While the strong, loyal man is striving eagerly and in good faith to create order, he meets the ringlead…	Primera línea alineada (Jaccard 38%). | Solapamiento léxico moderado MT↔Baynes (38%).
37	L3_comentario	pair	44%	44%	moderate_align	Alineación moderada	In der Familie soll die rechte Mitte zwischen Härte und Läßlichkeit herrschen. Zu große Strenge gegen das eigene Fleisch und Blut führt zu R…	In the family, the right balance between harshness and laziness should prevail. Too much severity toward one's own flesh and blood leads to …	In the family the proper mean between severity and indulgence ought to prevail. Too great severity toward one's own flesh and blood leads to…	Primera línea alineada (Jaccard 44%). | Solapamiento léxico moderado MT↔Baynes (44%).
38	L3_comentario	pair	30%	25%	moderate_align	Alineación moderada	Manchmal sieht es so aus, als ob sich alles gegen einen verschworen habe; man sieht sich im Fortschritt gehemmt und zurückgehalten, man sieh…	Sometimes it seems as if everything is conspiring against you; One sees oneself hindered and held back in one's progress, one sees oneself i…	Often it seems to a man as though everything were conspiring against him. He sees himself checked and hindered in his progress, insulted and…	Primera línea poco alineada (Jaccard 25%). | Solapamiento léxico moderado MT↔Baynes (30%).
39	L3_comentario	pair	49%	49%	strong_align	Alineación fuerte	Während die vorige Linie den Beamten zeigt, der um der Pflicht willen den Weg der Gefahr gehen muß, ist hier der Mann gezeigt, der als Famil…	While the previous line shows the official who has to take the path of danger for the sake of duty, here the man is shown who has to act as …	While the preceding line shows the official compelled by duty to follow the way of danger, this line shows the man who must act as father of…	Primera línea alineada (Jaccard 49%). | Solapamiento léxico alto MT↔Baynes (49%).
40	L3_comentario	pair	30%	27%	moderate_align	Alineación moderada	Ein Mensch ist aus ärmlichen Verhältnissen heraus in eine bequeme Lage gekommen, da er von Not befreit ist. Wenn er nun nach Art eines Empor…	A person has come from a poor background to a comfortable situation because he is freed from hardship. If he wants to make himself comfortab…	This refers to a man who has come out of needy circumstances into comfort and freedom from want. If now, in the manner of an upstart, he tri…	Primera línea poco alineada (Jaccard 27%). | Solapamiento léxico moderado MT↔Baynes (30%).
41	L3_comentario	pair	46%	46%	strong_align	Alineación fuerte	Wo drei zusammen sind, da gibt es Eifersucht. Da muß einer weichen. Engste Verbindung ist nur zu zweien möglich. Wo aber einer einsam ist, d…	Where three are together, there is jealousy. Someone has to give way. The closest connection is only possible between two people. But where …	When there are three people together, jealousy arises. One of them will have to go. A very close bond is possible only between two people. B…	Primera línea alineada (Jaccard 46%). | Solapamiento léxico alto MT↔Baynes (46%).
42	L3_comentario	pair	50%	50%	strong_align	Alineación fuerte	Eine Zeit des Segens und der Bereicherung ist in ihrer Wirkung so stark, daß selbst sonst unheilvolle Ereignisse denen zum besten dienen müs…	A time of blessing and enrichment is so powerful in its effect that even otherwise disastrous events must serve the best of those who are af…	A time of blessing and enrichment has such powerful effects that even events ordinarily unfortunate must turn out to the advantage of those …	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
43	L3_comentario	pair	38%	23%	moderate_align	Alineación moderada	Die Lage, in der man sich befindet, ist zweideutig. Während alle im entschlossenen Kampf gegen das Gemeine begriffen sind, ist man allein in…	The situation you find yourself in is ambiguous. While everyone is engaged in a determined struggle against the common man, one alone is in …	Here we have a man in an ambiguous situation. While all others are engaged in a resolute fight against all that is inferior, he alone has a …	Primera línea poco alineada (Jaccard 23%). | Solapamiento léxico moderado MT↔Baynes (38%).
44	L3_comentario	pair	34%	34%	moderate_align	Alineación moderada	Man ist innerlich in Versuchung, sich mit dem schlechten Element, das sich einem anbietet, einzulassen. Das ist eine sehr gefährliche Lage. …	You are internally tempted to get involved with the bad element that presents itself to you. This is a very dangerous situation. Fortunately…	There is a temptation to fall in with the evil element offering itself—a very dangerous situation. Fortunately circumstances prevent this; o…	Primera línea poco alineada (Jaccard 34%). | Solapamiento léxico moderado MT↔Baynes (34%).
45	L3_comentario	pair	33%	25%	moderate_align	Alineación moderada	Man hat oft das Bedürfnis des Anschlusses, aber alle andern in der Umgebung haben sich schon untereinander zusammengeschlossen, so daß man i…	You often feel the need to connect, but everyone else around you has already joined forces with each other, so you remain isolated. The whol…	Often a man feels an urge to unite with others, but the individuals around him have already formed themselves into a group, so that he remai…	Primera línea poco alineada (Jaccard 25%). | Solapamiento léxico moderado MT↔Baynes (33%).
46	L3_comentario	pair	26%	22%	moderate_align	Alineación moderada	Hier fallen alle Hemmungen weg, die dem Vordringen sonst gesteckt sind. Es geht mit merkwürdiger Leichtigkeit voran. Unbedenklich folgt man …	Here all the obstacles that would otherwise be present to advances are removed. It progresses with strange ease. You follow this road withou…	All obstructions that generally block progress fall away here. Things proceed with remarkable ease. Unhesitatingly one follows this road, in…	Primera línea poco alineada (Jaccard 22%). | Solapamiento léxico moderado MT↔Baynes (26%).
47	L3_comentario	pair	40%	6%	moderate_align	Alineación moderada	Man geht in sein Haus und sieht nicht seine Frau. Unheil! Es zeigt sich hier ein Mann, der unruhig und unentschieden ist in Zeiten der Not. …	You go into your house and you don't see your wife. Mischief! This shows a man who is restless and indecisive in times of need. At first he …	This shows a man who is restless and indecisive in times of adversity. At first he wants to push ahead, then he encounters obstructions that…	Primera línea poco alineada (Jaccard 6%). | Solapamiento léxico moderado MT↔Baynes (40%).
48	L3_comentario	pair	36%	36%	moderate_align	Alineación moderada	Hier ist ein tüchtiger Mann vorhanden. Er gleicht einem gereinigten Brunnen, dessen Wasser man trinken könnte. Aber er wird nicht gebraucht.…	There is a capable man here. It is like a purified well whose water one could drink. But he is not needed. This is the suffering of the peop…	An able man is available. He is like a purified well whose water is drinkable. But no use is made of him. This is the sorrow of those who kn…	Primera línea alineada (Jaccard 36%). | Solapamiento léxico moderado MT↔Baynes (36%).
49	L3_comentario	pair	40%	7%	moderate_align	Alineación moderada	dann mag man sich ihm zuwenden und wird Glauben finden. Wenn Wechsel nötig ist, dann gibt es zwei Fehler, die man vermeiden muß. Der eine is…	then one may turn to him and find faith. When change is necessary, there are two mistakes that must be avoided. One is to act too quickly an…	When change is necessary, there are two mistakes to be avoided. One lies in excessive haste and ruthlessness, which bring disaster. The othe…	Primera línea poco alineada (Jaccard 7%). | Solapamiento léxico moderado MT↔Baynes (40%).
50	L3_comentario	pair	31%	4%	moderate_align	Alineación moderada	Wenn erst der Regen fällt, dann erschöpft sich die Reue. Endlich kommt Heil. Der Henkel ist die Stelle, an der der Tiegel aufgehoben wird. W…	Once the rain falls, then the regrets are exhausted. Finally salvation comes. The handle is the place where the crucible is picked up. If th…	The handle is the means for lifting up the ting. If the handle is altered, the ting cannot be lifted up and used, and, sad to say, the delic…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico moderado MT↔Baynes (31%).
51	L3_comentario	pair	48%	27%	strong_align	Alineación fuerte	Es gibt dreierlei Erschütterungen: die Erschütterung des Himmels, das ist der Donner, ferner die Erschütterung des Schicksals und endlich di…	There are three kinds of shocks: the shock of heaven, which is thunder, the shock of fate, and finally the shock of the heart. This is less …	There are three kinds of shock—the shock of heaven, which is thunder, the shock of fate, and, finally, the shock of the heart. The present h…	Primera línea poco alineada (Jaccard 27%). | Solapamiento léxico alto MT↔Baynes (48%).
52	L3_comentario	pair	46%	32%	strong_align	Alineación fuerte	Es handelt sich hier um erzwungene Ruhe. Das Herz, das in der Unruhe ist, soll gewaltsam gebändigt werden. Aber das Feuer, das gewaltsam zur…	This is a case of forced calm. The heart that is in unrest should be subdued by force. But the fire, which is forcibly suppressed, turns int…	This refers to enforced quiet. The restless heart is to be subdued by forcible means. But fire when it is smothered changes into acrid smoke…	Primera línea poco alineada (Jaccard 32%). | Solapamiento léxico alto MT↔Baynes (46%).
53	L3_comentario	pair	36%	3%	moderate_align	Alineación moderada	Die Frau trägt ein Kind, aber bringt es nicht zur Welt. Unheil! Fördernd ist es, Räuber abzuwehren. Die trockene Hochebene ist nicht für die…	The woman carries a child but does not give birth to it. Mischief! It is helpful to ward off robbers. The dry plateau is not for the wild go…	The high plateau is dry and unsuitable for the wild goose. If it goes there, it has lost its way and gone too far. This is contrary to the l…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico moderado MT↔Baynes (36%).
54	L3_comentario	pair	33%	42%	moderate_align	Alineación moderada	Ein Mädchen, das sich in geringer Stellung befindet und keinen Mann bekommt, kann als Nebenfrau unter Umständen noch unterkommen. Die Situat…	A girl who is in a low position and cannot find a husband may still be able to find accommodation as a concubine. The situation is that one …	A girl who is in a lowly position and finds no husband may, in some circumstances, still win shelter as a concubine. This pictures the situa…	Primera línea alineada (Jaccard 42%). | Solapamiento léxico moderado MT↔Baynes (32%).
55	L3_comentario	pair	36%	33%	moderate_align	Alineación moderada	Hier wird als Bild die fortschreitende Bedeckung der Sonne geschildert. An diesem Punkt ist die Totalität erreicht, darum sieht man am Mitta…	The progressive occultation of the sun is described here as an image. At this point totality has been reached, which is why you can see even…	The image is that of a progressive covering over of the sun. Here the eclipse reaches totality, therefore even the small stars can be seen a…	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (36%).
56	L3_comentario	pair	35%	35%	moderate_align	Alineación moderada	Ein gewalttätiger Fremder weiß sich nicht zu benehmen. Er mischt sich in Angelegenheiten und Streitigkeiten, die ihn nichts angehen. Dadurch…	A violent stranger doesn't know how to behave. He interferes in matters and disputes that do not concern him. This causes him to lose his re…	A truculent stranger does not know how to behave properly. He meddles in affairs and controversies that do not concern him; thus he loses hi…	Primera línea poco alineada (Jaccard 35%). | Solapamiento léxico moderado MT↔Baynes (35%).
57	L3_comentario	pair	19%	19%	weak_align	Alineación débil	Das eindringliche Nachdenken darf nicht zu weit getrieben werden, sonst hemmt es die Entschlußfähigkeit. Wenn eine Sache gründlich durchgeda…	Insistent reflection must not be carried too far, otherwise it will inhibit the ability to make decisions. When something has been thoroughl…	Penetrating reflection must not be pushed too far, lest it cripple the power of decision. After a matter has been thoroughly pondered, it is…	Primera línea poco alineada (Jaccard 19%). | Solapamiento léxico bajo MT↔Baynes (19%).
58	L3_comentario	pair	50%	43%	strong_align	Alineación fuerte	Die wahre Freude muß aus dem eigenen Innern quellen. Wenn man aber innerlich leer ist, so daß man sich an die Außenwelt verliert, so kommen …	True joy must come from within yourself. But if one is empty inside, so that one loses oneself to the outside world, then the joys come from…	True joy must spring from within. But if one is empty within and wholly given over to the world, idle pleasures come streaming in from witho…	Primera línea alineada (Jaccard 43%). | Solapamiento léxico alto MT↔Baynes (50%).
59	L3_comentario	pair	29%	29%	moderate_align	Alineación moderada	Die Arbeit kann unter Umständen so schwer werden, daß man nicht mehr an sich selbst denken kann. Man muß die eigene Person vollkommen auf di…	The work can sometimes become so difficult that you can no longer think about yourself. You have to put your own person completely aside and…	Under certain circumstances, a man's work may become so difficult that he can no longer think of himself. He must set aside all personal des…	Primera línea poco alineada (Jaccard 29%). | Solapamiento léxico moderado MT↔Baynes (29%).
60	L3_comentario	pair	29%	29%	moderate_align	Alineación moderada	Wenn man nur auf Freuden und Genuß bedacht ist, verliert man leicht das Gefühl für die notwendigen Schranken. Aber wenn man sich der Verschw…	If one is only concerned with pleasure and enjoyment, one easily loses the sense of the necessary limitations. But if one indulges in wastef…	If an individual is bent only on pleasures and enjoyment, it is easy for him to lose his sense of the limits that are necessary. If he gives…	Primera línea poco alineada (Jaccard 29%). | Solapamiento léxico moderado MT↔Baynes (29%).
61	L3_comentario	pair	43%	35%	moderate_align	Alineación moderada	Hier ist die Kraftquelle nicht im eigenen Ich, sondern in der Beziehung zu andern Menschen. Wenn man auch noch so nahe mit ihnen steht, wenn…	Here the source of strength is not in one's own self, but in the relationship with other people. No matter how close you are to them, when o…	Here the source of a man's strength lies not in himself but in his relation to other people. No matter how close to them he may be, if his c…	Primera línea alineada (Jaccard 35%). | Solapamiento léxico moderado MT↔Baynes (43%).
62	L3_comentario	pair	42%	33%	moderate_align	Alineación moderada	Zuzeiten ist außerordentliche Vorsicht unbedingt nötig. Aber gerade in solchen Lebenslagen gibt es gerade und starke Persönlichkeiten, die i…	Extraordinary caution is absolutely necessary at times. But it is precisely in such life situations that there are strong and strong persona…	At certain times extraordinary caution is absolutely necessary. But it is just in such life situations that we find upright and strong perso…	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (42%).
63	L3_comentario	pair	36%	35%	moderate_align	Alineación moderada	Der »hohe Ahn« ist der dynastische Titel des Herrschers Wu Ding aus der Yin-Dynastie. Nachdem er mit starker Hand die Zustände im Reich geor…	The ""High Ancestor"" is the dynastic title of the ruler Wu Ding of the Yin Dynasty. After he had brought order to the situation in the empire…	""Illustrious Ancestor"" is the dynastic title of the Emperor Wu Ting of the Yin dynasty. After putting his realm in order with a strong hand,…	Primera línea poco alineada (Jaccard 35%). | Solapamiento léxico moderado MT↔Baynes (36%).
64	L3_comentario	pair	46%	46%	strong_align	Alineación fuerte	Die Zeit des Übergangs ist da. Aber man hat nicht die Kraft, den Übergang zu vollenden. Wollte man versuchen, ihn zu erzwingen, so wäre das …	The time of transition is here. But you don't have the strength to complete the transition. If one tried to force it, it would be disastrous…	The time of transition has arrived, but one lacks the strength to complete the transition. If one should attempt to force it, disaster would…	Primera línea alineada (Jaccard 46%). | Solapamiento léxico alto MT↔Baynes (46%).
1	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
2	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
3	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
4	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
5	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
6	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
7	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
8	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
9	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
10	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
11	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
