section	hex	field	classification	de_preview	baynes_preview
ten_wings	35	line:6_ten_wings	translation_pair	Man darf es nur, um sein eigenes Gebiet zu strafen."" Der Weg ist noch nicht im Hellen. Der obere Strich ist stark. Das l…	Making progress with lowered horns—i.e., acting on the offensive—is permissible, in times like those referred to here, o…
ten_wings	35	sequence	de_only	Die Wesen können nicht dauernd im Zustand der Macht ver- harren, darum folgt das Zeichen: Fortschritt. Fortschritt be- d…	
oracle	36	intro	translation_pair	36. MING I DIE VERFINSTERUNG DES LICHTS oben Kun, das Empfangende, die Erde unten Li, das Haftende, das Feuer 明夷 ​ie Son…	Here the sun has sunk under the earth and is therefore darkened. The name of the hexagram means literally ""wounding of t…
oracle	36	judgment	translation_pair	Die Verfinsterung des Lichts. Fördernd ist es, in der Not beharrlich zu sein. Man darf sich auch von ungünstigen Verhält…	DARKENING OF THE LIGHT. In adversity It furthers one to be persevering.
oracle	36	image	translation_pair	Das Licht ist in die Erde hineingesunken: Das Bild der Verfinsterung des Lichts. So lebt der Edle mit der großen Menge: …	The light has sunk into the earth: The image of DARKENING OF THE LIGHT. Thus does the superior man live with the great m…
oracle	36	line:1	translation_pair	Verfinsterung des Lichts im Fluge. Er senkt seine Flügel. Der Edle auf seiner Wanderschaft ißt drei Tage nichts. Aber er…	Darkening of the light during flight. He lowers his wings. The superior man does not eat for three days On his wandering…
oracle	36	line:2	translation_pair	Die Verfinsterung des Lichts verletzt ihn am linken Schenkel. Er wirkt Hilfe mit der Macht eines Pferdes. Heil. Hier ist…	Darkening of the light injures him in the left thigh. He gives aid with the strength of a horse. Good fortune.
oracle	36	line:3	translation_pair	Die Verfinsterung des Lichts auf der Jagd im Süden. Man bekommt ihr großes Haupt. Man darf nicht zu eilig Beharrlichkeit…	Darkening of the light during the hunt in the south. Their great leader is captured. One must not expect perseverance to…
oracle	36	line:4	translation_pair	Er dringt in die linke Bauchhöhle ein. Man erhält das Herz der Verfinsterung des Lichts Und verläßt Tor und Hof. Man bef…	He penetrates the left side of the belly. One gets at the very heart of the darkening of the light, And leaves gate and …
oracle	36	line:5	translation_pair	Verfinsterung des Lichts wie beim Prinzen Gi. Fördernd ist Beharrlichkeit. Der Prinz Gi lebte am Hof des finsteren Tyran…	Darkening of the light as with Prince Chi. Perseverance furthers.
oracle	36	line:6	translation_pair	Nicht Licht, sondern Dunkel. Erst stieg er zum Himmel empor, Dann stürzte er in die Tiefen der Erde hinunter. Hier ist d…	Not light but darkness. First he climbed up to heaven, Then he plunged into the depths of the earth.
ten_wings	36	judgment_ten_wings	translation_pair	Das Licht ist in die Erde hineingesunken: Verfinsterung des Lichts. Innen schön und klar, außen weich und hingebend und …	One must not unresistingly let himself be swept along by unfavorable circumstances, nor permit his steadfastness to be s…
ten_wings	36	image_ten_wings	translation_pair	Das Licht ist in die Erde hineingesunken: das Bild der Ver- finsterung des Lichts. So lebt der Edle mit der großen Menge…	In a time of darkness it is essential to be cautious and reserved. One should not needlessly awaken overwhelming enmity …
ten_wings	36	line:1_ten_wings	translation_pair	Der Edle auf seiner Wanderschaft hat die Verpflichtung, nichts zu essen. Das Zeichen Li hat als Symboltier den Fasan, da…	With grandiose resolve a man endeavors to soar above all obstacles, but thus encounters a hostile fate. He retreats and …
ten_wings	36	line:2_ten_wings	translation_pair	Das Heil der Sechs auf zweitem Platz kommt daher, daß sie hingebend an die Regel ist. Man sollte aus der Situation Unhei…	Here the Lord of Light is in a subordinate place and is wounded by the Lord of Darkness. But the injury is not fatal; it…
ten_wings	36	line:3_ten_wings	translation_pair	Die Absicht der Jagd im Süden hat großen Erfolg. Die Absicht ist auf die Jagd gerichtet. Daß der Erfolg eintritt, daß da…	It seems as if chance were at work. While the strong, loyal man is striving eagerly and in good faith to create order, h…
ten_wings	36	line:4_ten_wings	translation_pair	Er dringt in die linke Bauchhöhle ein"", d. h. er erfährt die innerste Gesinnung des Herzens. Kun, das obere Halbzeichen,…	We find ourselves close to the commander of darkness and so discover his most secret thoughts. In this way we realize th…
ten_wings	36	line:5_ten_wings	translation_pair	Die Beharrlichkeit des Prinzen Gi zeigt, daß das Licht nicht zum Aufhören gebracht werden kann. Auf diesen Strich, der z…	Prince Chi lived at the court of the evil tyrant Chou Hsin, who, although not mentioned by name, furnishes the historica…
ten_wings	36	line:6_ten_wings	translation_pair	Erst stieg er zum Himmel empor"": Da hätte er die Länder aller vier Himmelsgegenden er- leuchten können. ,,Dann stürzte e…	Here the climax of the darkening is reached. The dark power at first held so high a place that it could wound all who we…
ten_wings	36	sequence	de_only	Expansion wird sicher auf Widerstand und Beschädigung stoßen. Darum folgt darauf das Zeichen,,Verfinsterung des Lichts"".…	
oracle	37	intro	translation_pair	​37. GIA JEN / DIE SIPPE oben Sun, das Sanfte, der Wind unten Li, das Haftende, das Feuer Das as Zeichen stellt die Gese…	This hexagram represents the laws obtaining within the family. The strong line at the top represents the father, the low…
oracle	37	judgment	translation_pair	Die Sippe. Fördernd ist die Beharrlichkeit der Frau. Die Grundlage der Sippe sind die Beziehungen von Gatte und Gattin. …	THE FAMILY. The perseverance of the woman furthers.
oracle	37	image	translation_pair	Der Wind kommt aus dem Feuer hervor: Das Bild der Sippe. So hat der Edle in seinen Worten die Sache Und in seinem Wandel…	The image of THE FAMILY. Thus the superior man has substance in his words And duration in his way of life.
oracle	37	line:1	translation_pair	Fester Abschluß innerhalb der Sippe. Reue schwindet. Die Familie muß eine festbegrenzte Einheit bilden, innerhalb deren …	Firm seclusion within the family. Remorse disappears.
oracle	37	line:2	translation_pair	Sie soll nicht ihrer Laune folgen. Sie soll im Innern für Speise sorgen. Beharrlichkeit bringt Heil. Die Frau soll sich …	She should not follow her whims. She must attend within to the food. Perseverance brings good fortune.
oracle	37	line:3	translation_pair	Wenn es in der Sippe hitzig zugeht, So entsteht Reue über zu große Strenge. Doch Heil! Wenn Weib und Kind tändeln und la…	When tempers flare up in the family, Too great severity brings remorse. Good fortune nonetheless. When woman and child d…
oracle	37	line:4	translation_pair	Sie ist der Reichtum des Hauses. Großes Heil! Die Hausfrau ist es, von der der Wohlstand der Familie abhängt. Wohl- stan…	She is the treasure of the house. Great good fortune.
oracle	37	line:5	translation_pair	Ein König naht er seiner Sippe, fürchtet euch nicht. Heil! Ein König ist das Bild eines väterlichen, innerlich reichen M…	As a king he approaches his family. Fear not. Good fortune.
oracle	37	line:6	translation_pair	Seine Arbeit ist ehrfurchtgebietend. Schließlich kommt Heil. Die Ordnung der Familie beruht letzten Endes auf der Person…	His work commands respect. In the end good fortune comes.
ten_wings	37	judgment_ten_wings	translation_pair	Die Sippe. Der rechte Platz der Frau ist im Innern; der rechte Platz des Mannes ist im Außern. Daß Mann und Frau ihre re…	The foundation of the family is the relationship between husband and wife. The tie that holds the family together lies i…
ten_wings	37	image_ten_wings	translation_pair	Der Wind kommt aus dem Feuer hervor: das Bild der Sippe. So hat der Edle in seinen Worten die Sache und in seinem Wandel…	Heat creates energy: this is signified by the wind stirred up by the fire and issuing forth from it. This represents inf…
ten_wings	37	line:1_ten_wings	translation_pair	Fester Abschluß innerhalb der Sippe"": noch hat der Wille sich nicht verändert. Der Strich ist ganz unten am Anfang und r…	The family must form a well-defined unit within which each member knows his place. From the beginning each child must be…
ten_wings	37	line:2_ten_wings	translation_pair	Das Heil der Sechs auf zweitem Platz beruht auf Hingebung und Sanftheit. Hingebung und Sanftheit werden dreimal genannt:…	The wife must always be guided by the will of the master of the house, be he father, husband, or grown son. Her place is…
ten_wings	37	line:3_ten_wings	translation_pair	Wenn es in der Sippe hitzig zugeht"", so ist doch noch nichts verloren. ""Wenn Weib und Kind tändeln"", so geht die Zucht d…	In the family the proper mean between severity and indulgence ought to prevail. Too great severity toward one's own fles…
ten_wings	37	line:4_ten_wings	translation_pair	Sie ist der Reichtum des Hauses. Großes Heil"", denn sie ist hingebend und auf ihrem Platz. Die vierte Linie ist die unte…	It is upon the woman of the house that the well-being of the family depends. Well-being prevails when expenditures and i…
ten_wings	37	line:5_ten_wings	translation_pair	Ein König naht er seiner Sippe""; sie verkehren miteinander in Liebe. Der Strich ist korrekt, stark, zentral: daher das B…	A king is the symbol of a fatherly man who is richly endowed in mind. He does nothing to make himself feared; on the con…
ten_wings	37	line:6_ten_wings	translation_pair	Ehrfurchtgebietend"" und ""Heil"": Das deutet darauf, daß man zuerst Anforderungen an die eigne Person stellt. Der Strich s…	In the last analysis, order within the family depends on the character of the master of the house. If he cultivates his …
ten_wings	37	sequence	de_only	Wer draußen verletzt wird, der zieht sich sicher in seine Sippe zurück. Darum folgt darauf das Zeichen: die Sippe.	
oracle	38	intro	translation_pair	38. KUI DER GEGENSATZ oben Li, das Haftende, die Flamme unten Dui, das Heitere, der See as Zeichen besteht aus dem obere…	This hexagram is composed of the trigram Li above, i.e., flame, which burns upward, and Tui below, i.e., the lake, which…
oracle	38	judgment	translation_pair	Der Gegensatz. In kleinen Sachen Heil! Wenn die Menschen in Gegensatz und Entfremdung leben, so läßt sich ein großes gem…	OPPOSITION. In small matters, good fortune.
oracle	38	image	translation_pair	Oben das Feuer, unten der See: Das Bild des Gegensatzes. So behält der Edle bei aller Gemeinschaft seine Besonderheit. W…	Above, fire; below, the lake: The image of OPPOSITION. Thus amid all fellowship The superior man retains his individuali…
oracle	38	line:1	translation_pair	Die Reue schwindet. Wenn du dein Pferd verlierst, so lauf ihm nicht nach; -761 * da . Es kommt von selber wieder. Wenn d…	Remorse disappears. If you lose your horse, do not run after it; It will come back of its own accord. When you see evil …
oracle	38	line:2	translation_pair	Man begegnet seinem Herrn in enger Gasse. Kein Makel. Infolge der MiBverständnisse ist es nicht möglich, daß Menschen, d…	One meets his lord in a narrow street. No blame.
oracle	38	line:3	translation_pair	Man sieht den Wagen nach hinten gezerrt, Die Rinder festgehalten, Dem Menschen Haare und Nase abgeschnitten. Kein guter …	One sees the wagon dragged back, The oxen halted, A man's hair and nose cut off. Not a good beginning, but a good end.
oracle	38	line:4	translation_pair	Durch Gegensatz vereinsamt, Trifft man auf einen Gleichgesinnten, Mit dem man in Treuen verkehren kann. Trotz der Gefahr…	Isolated through opposition, One meets a like-minded man With whom one can associate in good faith. Despite the danger, …
oracle	38	line:5	translation_pair	Die Reue schwindet. Der Gefährte beißt sich durch die Hülle. Wenn man hingeht zu ihm, wie wäre das ein Fehler? Man finde…	Remorse disappears. The companion bites his way through the wrappings. If one goes to him, How could it be a mistake?
oracle	38	line:6	translation_pair	Durch Gegensatz vereinsamt, sieht man seinen Gefährten Wie ein schmutzbeladenes Schwein, Wie einen Wagen voll Teufel. Er…	Isolated through opposition, One sees one's companion as a pig covered with dirt, As a wagon full of devils. First one d…
ten_wings	38	judgment_ten_wings	translation_pair	Der Gegensatz: das Feuer bewegt sich nach oben. Der See bewegt sich nach unten. Zwei Töchter wohnen beisammen, aber ihre…	When people live in opposition and estrangement they cannot carry out a great undertaking in common; their points of vie…
ten_wings	38	image_ten_wings	translation_pair	T 7-1 . Die Bilder der Teilzeichen, die in ihren Tendenzen einander widerstreben, erzeugen den Zustand des Gegensatzes. …	The two elements, fire and water, never mingle but even when in contact retain their own natures. So the cultured man is…
ten_wings	38	line:1_ten_wings	translation_pair	Wenn du böse Menschen siehst"", vermeide Fehler. Solange der Gegensatz noch nicht vergiftet ist, läßt er sich ausgleichen…	Even in times when oppositions prevail, mistakes can be avoided, so that remorse disappears. When opposition begins to m…
ten_wings	38	line:2_ten_wings	translation_pair	Wenn man seinem Herrn in enger Gasse begegnet, so hat man seinen Weg nicht verfehlt. Auf krummen Wegen etwas erreichen z…	As a result of misunderstandings, it has become impossible for people who by nature belong together to meet in the corre…
ten_wings	38	line:3_ten_wings	translation_pair	Man sieht den Wagen nach hinten gezerrt"": das kommt, weil der Platz nicht der rechte ist. www. ,,Kein guter Anfang, aber…	Often it seems to a man as though everything were conspiring against him. He sees himself checked and hindered in his pr…
ten_wings	38	line:4_ten_wings	translation_pair	Verkehr in Treue, ohne Makel"": das bedeutet, daß der Wille sich auswirkt. Der Gefährte, den man findet, ist der starke A…	If a man finds himself in a company of people from whom he is separated by an inner opposition, he becomes isolated. But…
ten_wings	38	line:5_ten_wings	translation_pair	Der Gefährte beißt sich durch die Hülle."" Wenn man hingeht, bringt das Segen. Der Gefährte ist die Neun auf zweitem Plat…	Coming upon a sincere man, one fails to recognize him at first because of the general estrangement. However, he bites hi…
ten_wings	38	line:6_ten_wings	translation_pair	Das Heil des Regenfalles bedeutet, daß die Schar der Zwei- fel schwindet. Das Kernzeichen ist Kan, das Schwein bedeutet,…	Here the isolation is due to misunderstanding; it is brought about not by outer circumstances but by inner conditions. A…
ten_wings	38	sequence	de_only	Wenn der Weg der Sippe zu Ende ist, so kommen Mißver- ständnisse. Darum folgt darauf das Zeichen: der Gegensatz. Gegensa…	
oracle	39	intro	translation_pair	​39. GIAN / DAS HEMMNIS oben Kan, das Abgründige, das Wasser unten Gen, das Stillehalten, der Berg as Zeichen stellt ein…	The hexagram pictures a dangerous abyss lying before us and a steep, inaccessible mountain rising behind us. We are surr…
oracle	39	judgment	translation_pair	Das Hemmnis: Fördernd ist der Südwesten. Nicht fördernd ist der Nordosten. Fördernd ist es, den großen Mann zu sehen. Be…	OBSTRUCTION. The southwest furthers. The northeast does not further. It furthers one to see the great man. Perseverance …
oracle	39	image	translation_pair	Auf dem Berg ist das Wasser: Das Bild des Hemmnisses. So wendet sich der Edle seiner eigenen Person zu Und bildet seinen…	Water on the mountain: The image of OBSTRUCTION. Thus the superior man turns his attention to himself And molds his char…
oracle	39	line:1	translation_pair	Gehen führt in Hemmnis, Kommen findet Lob. Wenn man sich einem Hemmnis gegenüber sieht, so handelt es sich darum, zu übe…	Going leads to obstructions, Coming meets with praise.
oracle	39	line:2	translation_pair	Des Königs Diener ist in Hemmnis über Hemmnis. Aber es ist nicht seine eigene Schuld. Während man normalerweise das Hemm…	The king's servant is beset by obstruction upon obstruction, But it is not his own fault.
oracle	39	line:3	translation_pair	Gehen führt in Hemmnisse; da kommt er zurück. Während die vorige Linie den Beamten zeigt, der um der Pflicht willen den …	Going leads to obstructions; Hence he comes back.
oracle	39	line:4	translation_pair	Gehen führt in Hemmnisse, Kommen führt zur Vereinigung. Auch hier ist eine Lage gezeichnet, der man allein nicht gewachs…	Going leads to obstructions, Coming leads to union.
oracle	39	line:5	translation_pair	Inmitten der größten Hemmnisse kommen Freunde. Hier sehen wir den Mann, der berufen ist, der Not zu steuern. Er darf den…	In the midst of the greatest obstructions, Friends come.
oracle	39	line:6	translation_pair	Gehen führt in Hemmnisse, Kommen führt zu großem Heil. Fördernd ist es, den großen Mann zu sehen. Es ist hier jemand gez…	Going leads to obstructions, Coming leads to great good fortune. It furthers one to see the great man.
ten_wings	39	judgment_ten_wings	translation_pair	Hemmnis bedeutet Schwierigkeit. Die Gefahr ist vor einem. Die Gefahr sehen und stehen zu bleiben verstehen, das ist Weis…	The southwest is the region of retreat, the northeast that of advance. Here an individual is confronted by obstacles tha…
ten_wings	39	image_ten_wings	translation_pair	Auf dem Berge ist das Wasser: das Bild des Hemmnisses. So wendet sich der Edle seiner eigenen Person zu und bildet seine…	Difficulties and obstructions throw a man back upon himself. While the inferior man seeks to put the blame on other pers…
ten_wings	39	line:1_ten_wings	translation_pair	Gehen führt in Hemmnisse, Kommen findet Lob"": weil es richtig ist, abzuwarten. Hingehen, wie es dem starken Anfangsstric…	When one encounters an obstruction, the important thing is to reflect on how best to deal with it. When threatened with …
ten_wings	39	line:2_ten_wings	translation_pair	Des Königs Diener ist in Hemmnis über Hemmnis."" Aber das ist endgiltig kein Makel. Die Sechs auf zweitem Platz steht zum…	Ordinarily it is best to go around an obstacle and try to overcome it along the line of least resistance. But there is o…
ten_wings	39	line:3_ten_wings	translation_pair	Gehen führt in Hemmnisse; da kommt er zurück."" Die drinnen freuen sich darüber. Der starke Strich ist der Herr des Zeich…	While the preceding line shows the official compelled by duty to follow the way of danger, this line shows the man who m…
ten_wings	39	line:4_ten_wings	translation_pair	Gehen führt in Hemmnisse, Kommen führt zur Vereinigung. Auf dem gebührenden Platz findet man Unterstützung. Die Sechs au…	This too describes a situation that cannot be managed singlehanded. In such a case the direct way is not the shortest. I…
ten_wings	39	line:5_ten_wings	translation_pair	Inmitten der größten Hemmnisse kommen Freunde"": Denn sie werden durch die zentrale Stellung geregelt. Der fünfte Strich …	Here we see a man who is called to help in an emergency. He should not seek to evade the obstructions, no matter how dan…
ten_wings	39	line:6_ten_wings	translation_pair	Gehen führt in Hemmnisse, Kommen führt zu großem Heil"": Denn der Wille ist aufs Innere gerichtet. ,,Fördernd ist es, den…	This refers to a man who has already left the world and its tumult behind him. When the time of obstructions arrives, it…
ten_wings	39	sequence	de_only	Durch Gegensatz entstehen notwendig Schwierigkeiten. Da- rum folgt darauf das Zeichen: das Hemmnis. Hemmnis be- deutet S…	
oracle	40	intro	translation_pair	​40. HIA / DIE BEFREIUNG oben Dschen, das Erregende, der Donner unten Kan, das Abgründige, das Wasser Die ie Bewegung ge…	Here the movement goes out of the sphere of danger. The obstacle has been removed, the difficulties are being resolved. …
oracle	40	judgment	translation_pair	Die Befreiung. Fördernd ist der Südwesten. Wenn nichts mehr da ist, wohin man zu gehen hätte, Ist das Wiederkommen von H…	DELIVERANCE. The southwest furthers. If there is no longer anything where one has to go, Return brings good fortune. If …
oracle	40	image	translation_pair	Donner und Regen erheben sich: Das Bild der Befreiung. So verzeiht der Edle Fehler und vergibt die Schuld. Das Gewitter …	Thunder and rain set in: The image of DELIVERANCE. Thus the superior man pardons mistakes And forgives misdeeds.
oracle	40	line:1	translation_pair	Ohne Makel. Es werden nicht viele Worte gemacht, entsprechend der Situation. Die Hem- mung ist vorüber, die Befreiung is…	Without blame.
oracle	40	line:2	translation_pair	Auf dem Feld erlegt man drei Füchse Und bekommt einen gelben Pfeil. Beharrlichkeit ist von Heil. Das Bild ist von der Ja…	One kills three foxes in the field And receives a yellow arrow. Perseverance brings good fortune.
oracle	40	line:3	translation_pair	Wenn einer eine Last auf dem Rücken trägt Und trotzdem auf dem Wagen fährt, Veranlaßt er dadurch die Räuber, herbeizukom…	If a man carries a burden on his back And nonetheless rides in a carriage, He thereby encourages robbers to draw near. P…
oracle	40	line:4	translation_pair	Befreie dich von deiner großen Zehe. Dann kommt der Gefährte herbei, Und dem kannst du trauen. Zu Zeiten des Stillstande…	Deliver yourself from your great toe. Then the companion comes, And him you can trust.
oracle	40	line:5	translation_pair	Wenn der Edle sich nur befreien kann, das bringt Heil. Er zeigt so den Gemeinen, daß es ihm ernst ist. Befreiungszeiten …	If only the superior man can deliver himself, It brings good fortune. Thus he proves to inferior men that he is in earne…
oracle	40	line:6	translation_pair	Der Fürst schießt nach einem Habicht auf hoher Mauer. Er erlegt ihn. Alles ist fördernd. Der Habicht auf hoher Mauer ist…	The prince shoots at a hawk on a high wall. He kills it. Everything serves to further.
ten_wings	40	judgment_ten_wings	translation_pair	Die Befreiung. Die Gefahr bewirkt Bewegung. Durch die Bewegung entgeht man der Gefahr: das ist die Befreiung. ,,Während …	This refers to a time in which tensions and complications begin to be eased. At such times we ought to make our way back…
ten_wings	40	image_ten_wings	translation_pair	Donner und Regen erheben sich: das Bild der Befreiung. So verzeiht der Edle Fehler und vergibt die Schuld. Kan bedeutet …	A thunderstorm has the effect of clearing the air; the superior man produces a similar effect when dealing with mistakes…
ten_wings	40	line:1_ten_wings	translation_pair	Auf der Grenze zwischen fest und weich ist es selbstver- ständlich, daß,,kein Makel"" besteht. Der Strich ist am starken …	In keeping with the situation, few words are needed. The hindrance is past, deliverance has come. One recuperates in pea…
ten_wings	40	line:2_ten_wings	translation_pair	Das Heil der Beharrlichkeit der Neun auf zweitem Platz be- ruht darauf, daß sie den mittleren Weg erlangt. Das Zeichen K…	The image is taken from the hunt. The hunter catches three cunning foxes and receives a yellow arrow as a reward. The ob…
ten_wings	40	line:3_ten_wings	translation_pair	Wenn einer eine Last auf dem Rücken trägt und trotzdem Wagen fährt"", so sollte er sich wahrlich schämen. Wenn ich so sel…	This refers to a man who has come out of needy circumstances into comfort and freedom from want. If now, in the manner o…
ten_wings	40	line:4_ten_wings	translation_pair	Befreie dich von deiner großen Zehe""; weil der Platz nicht der gebührende ist. Das Zeichen Dschen bedeutet den Fuß, die …	In times of standstill it will happen that inferior people attach themselves to a superior man, and through force of dai…
ten_wings	40	line:5_ten_wings	translation_pair	Der Edle befreit sich"", weil dann die Gemeinen sich zurückziehen. Der fünfte Platz ist der Platz des Herrschers. In Zeit…	Times of deliverance demand inner resolve. Inferior people cannot be driven off by prohibitions or any external means. I…
ten_wings	40	line:6_ten_wings	translation_pair	Der Fürst schießt einen Habicht"": dadurch befreit er sich von den Widerstrebenden. Die obere dunkle Linie ist schädlich,…	The hawk on a high wall is the symbol of a powerful inferior in a high position who is hindering the deliverance. He wit…
ten_wings	40	sequence	de_only	Die Dinge können nicht dauernd in Hemmnissen sein. Darum folgt darauf das Zeichen: Die Befreiung. Befreiung bedeutet Ent…	
oracle	41	intro	translation_pair	​41. SUN / DIE MINDERUNG oben Gen, das Stillehalten, der Berg unten Dui, das Heitere, der See as Zeichen stellt eine Min…	This hexagram represents a decrease of the lower trigram in favor of the upper, because the third line, originally stron…
oracle	41	judgment	translation_pair	Minderung verbunden mit Wahrhaftigkeit Wirkt erhabenes Heil ohne Makel. Man kann darin beharrlich sein. Fördernd ist es,…	DECREASE combined with sincerity Brings about supreme good fortune Without blame. One may be persevering in this. It fur…
oracle	41	image	translation_pair	Unten am Berg ist der See: Das Bild der Minderung. So bändigt der Edle seinen Zorn und hemmt seine Triebe. Der See unten…	At the foot of the mountain, the lake: The image of DECREASE. Thus the superior man controls his anger And restrains his…
oracle	41	line:1	translation_pair	Wenn die Geschäfte fertig sind, rasch hingehen, Ist kein Makel. Doch muß man überlegen, Wie weit man andere mindern darf…	Going quickly when one's tasks are finished Is without blame. But one must reflect on how much one may decrease others.
oracle	41	line:2	translation_pair	Fördernd ist Beharrlichkeit. Etwas zu unternehmen, ist von Unheil. Ohne sich selbst zu mindern, Vermag man die andern zu…	Perseverance furthers. To undertake something brings misfortune. Without decreasing oneself, One is able to bring increa…
oracle	41	line:3	translation_pair	Wenn drei Menschen miteinander wandern, So vermindern sie sich um einen Menschen. Wenn ein Mensch wandert, So findet er …	When three people journey together, Their number decreases by one. When one man journeys alone, He finds a companion.
oracle	41	line:4	translation_pair	Wenn man seine Mängel mindert, Macht man, daß der andre eilig kommt und Freude hat. Kein Makel. Oft hindern unsere Fehle…	If a man decreases his faults, It makes the other hasten to come and rejoice. No blame.
oracle	41	line:5	translation_pair	Es mehrt ihn wohl jemand. Zehn Paar Schildkröten können dem nicht widerstreben. Erhabenes Heil! Wenn jemand vom Schicksa…	Someone does indeed increase him. Ten pairs of tortoises cannot oppose it. Supreme good fortune.
oracle	41	line:6	translation_pair	Wenn man ohne Minderung der anderen gemehrt wird, So ist das kein Makel. Beharrlichkeit bringt Heil. Fördernd ist es, et…	If one is increased without depriving others, There is no blame. Perseverance brings good fortune. It furthers one to un…
ten_wings	41	judgment_ten_wings	translation_pair	Die Minderung. Gemindert wird das Untere, vermehrt wird das Obere: die Richtung des Wegs ist nach oben. ""Minderung verbu…	Decrease does not under all circumstances mean something bad. Increase and decrease come in their own time. What matters…
ten_wings	41	image_ten_wings	translation_pair	Unten am Berg ist der See: das Bild der Minderung. So bändigt der Edle seinen Zorn und hemmt seine Triebe. Der See verdu…	The lake at the foot of the mountain evaporates. In this way it decreases to the benefit of the mountain, which is enric…
ten_wings	41	line:1_ten_wings	translation_pair	Wenn die Geschäfte fertig sind, rasch hingehen."" Das geht, weil der Obere in seiner Gesinnung zu einem paßt. & - Der unt…	It is unselfish and good when a man, after completing his own urgent tasks, uses his strength in the service of others, …
ten_wings	41	line:2_ten_wings	translation_pair	Daß die Neun auf zweitem Platz fördernd durch Beharrlich- keit ist, kommt davon, daß sie die rechte Mitte als Gesinnung …	A high-minded self-awareness and a consistent seriousness with no forfeit of dignity are necessary if a man wants to be …
ten_wings	41	line:3_ten_wings	translation_pair	Wenn ein Mensch zu dreien wandeln wollte, so entstünde Mißtrauen. Der Text sagt, daß drei Menschen, wenn sie zusammengeh…	When there are three people together, jealousy arises. One of them will have to go. A very close bond is possible only b…
ten_wings	41	line:4_ten_wings	translation_pair	Wenn man seine Mängel mindert"", das ist auch wirklich etwas, das Grund zur Freude gibt. Die Sechs auf viertem Platz hat …	A man's faults often prevent even well-disposed people from coming closer to him. His faults are sometimes reinforced by…
ten_wings	41	line:5_ten_wings	translation_pair	Das erhabene Heil der Sechs auf fünftem Platz kommt daher, daß sie von oben her gesegnet ist. Wenn er bereichert wird, s…	If someone is marked out by fate for good fortune, it comes without fail. All oracles—as for instance those that are rea…
ten_wings	41	line:6_ten_wings	translation_pair	Ohne zu mindern wird er gemehrt, d. h. daß er in hohem Maße seinen Willen erreicht. Der obere Strich wird bereichert von…	There are people who dispense blessings to the whole world. Every increase in power that comes to them benefits the whol…
ten_wings	41	sequence	de_only	Durch Entspannung geht sicher etwas verloren. Darum folgt darauf das Zeichen: die Minderung.	
oracle	42	intro	translation_pair	​42. I / DIE MEHRUNG oben Sun, das Sanfte, der Wind unten Dschen, das Erregende, der Donner Der er Gedanke der Mehrung d…	The idea of increase is expressed in the fact that the strong lowest line of the upper trigram has sunk down and taken i…
oracle	42	judgment	translation_pair	Die Mehrung. Fördernd ist es, etwas zu unternehmen. Fördernd ist es, das große Wasser zu durchqueren. Durch das Opfer, d…	INCREASE. It furthers one To undertake something. It furthers one to cross the great water.
oracle	42	image	translation_pair	Wind und Donner: Das Bild der Mehrung. So der Edle: sieht er Gutes, so ahmt er es nach, Hat er Fehler, so legt er sie ab…	Wind and thunder: the image of INCREASE. Thus the superior man: If he sees good, he imitates it; If he has faults, he ri…
oracle	42	line:1	translation_pair	Fördernd ist es, große Taten zu vollbringen. Erhabenes Heil! Kein Makel. Wenn man von oben her eine große Förderung erfä…	It furthers one to accomplish great deeds. Supreme good fortune. No blame.
oracle	42	line:2	translation_pair	Es mehrt ihn wohl jemand. Zehn Paar Schildkröten können dem nicht widerstreben. Dauernde Beharrlichkeit bringt Heil. Der…	Someone does indeed increase him; Ten pairs of tortoises cannot oppose it. Constant perseverance brings good fortune. Th…
oracle	42	line:3	translation_pair	Man wird gemehrt durch unheilvolle Ereignisse. Kein Makel, wenn du wahrhaftig bist Und in der Mitte wandelst Und dem Für…	One is enriched through unfortunate events. No blame, if you are sincere And walk in the middle, And report with a seal …
oracle	42	line:4	translation_pair	Wenn du in der Mitte wandelst Und dem Fürsten berichtest, So wird er folgen. Fördernd ist es, benützt zu werden Bei der …	If you walk in the middle And report to the prince, He will follow. It furthers one to be used In the removal of the cap…
oracle	42	line:5	translation_pair	Wenn du wahrhaftig ein gutes Herz hast, So frage nicht. Erhabenes Heil! Wahrhaftig wird Güte als deine Tugend anerkannt …	If in truth you have a kind heart, ask not. Supreme good fortune. Truly, kindness will be recognized as your virtue.
oracle	42	line:6	translation_pair	Er gereicht niemand zur Mehrung. Es schlägt ihn wohl gar jemand. Er hält sein Herz nicht dauernd fest. Unheil! Der Sinn …	He brings increase to no one. Indeed, someone even strikes him. He does not keep his heart constantly steady. Misfortune…
ten_wings	42	judgment_ten_wings	translation_pair	Die Mehrung: Das Obere mindern und das Untere mehren: So freut das Volk sich grenzenlos. Von oben stellt sich's unters U…	Sacrifice on the part of those above for the increase of those below fills the people with a sense of joy and gratitude …
ten_wings	42	image_ten_wings	translation_pair	Wind und Donner erzeugen und verstärken einander gegenseitig. Der Donner entspricht seiner Natur nach dem lichten Prinzi…	While observing how thunder and wind increase and strengthen each other, a man can note the way to self-increase and sel…
